Название;ID;Результат;Sprite;Источник наследования;Файл;Найденные модели
РСЗО на базе тяжелой колесного тягача 1;sp_mlrs_mrv_wheeled_0_equipment;"Отдельная привязка техники не найдена; возможна общая модель батальона";;;common/units/equipment/ES_mrv_chassis_wheeled_0.txt;[]
ТОС на базе колесного тягача 1;sp_tos_mrv_wheeled_0_equipment;"Отдельная привязка техники не найдена; возможна общая модель батальона";;;common/units/equipment/ES_mrv_chassis_wheeled_0.txt;[]
Колёсный тягач 2;mrv_wheeled_1_equipment;"Отдельная привязка техники не найдена; возможна общая модель батальона";;;common/units/equipment/ES_mrv_chassis_wheeled_1.txt;[]
ЗРК на базе колесного тягача 2;sp_aa_mrv_wheeled_1_equipment;"Отдельная привязка техники не найдена; возможна общая модель батальона";;;common/units/equipment/ES_mrv_chassis_wheeled_1.txt;[]
Мобильная установка с ПТУР на базе колесного тягача 2;sp_atgm_mrv_wheeled_1_equipment;"Отдельная привязка техники не найдена; возможна общая модель батальона";;;common/units/equipment/ES_mrv_chassis_wheeled_1.txt;[]
САУ на базе колесного тягача 2;sp_artillery_mrv_wheeled_1_equipment;"Отдельная привязка техники не найдена; возможна общая модель батальона";;;common/units/equipment/ES_mrv_chassis_wheeled_1.txt;[]
РСЗО на базе тяжелой колесного тягача 2;sp_mlrs_mrv_wheeled_1_equipment;"Отдельная привязка техники не найдена; возможна общая модель батальона";;;common/units/equipment/ES_mrv_chassis_wheeled_1.txt;[]
ТОС на базе колесного тягача 2;sp_tos_mrv_wheeled_1_equipment;"Отдельная привязка техники не найдена; возможна общая модель батальона";;;common/units/equipment/ES_mrv_chassis_wheeled_1.txt;[]
Колёсный тягач 3;mrv_wheeled_2_equipment;"Отдельная привязка техники не найдена; возможна общая модель батальона";;;common/units/equipment/ES_mrv_chassis_wheeled_2.txt;[]
ЗРК на базе колесного тягача 3;sp_aa_mrv_wheeled_2_equipment;"Отдельная привязка техники не найдена; возможна общая модель батальона";;;common/units/equipment/ES_mrv_chassis_wheeled_2.txt;[]
Мобильная установка с ПТУР на базе колесного тягача 3;sp_atgm_mrv_wheeled_2_equipment;"Отдельная привязка техники не найдена; возможна общая модель батальона";;;common/units/equipment/ES_mrv_chassis_wheeled_2.txt;[]
САУ на базе колесного тягача 3;sp_artillery_mrv_wheeled_2_equipment;"Отдельная привязка техники не найдена; возможна общая модель батальона";;;common/units/equipment/ES_mrv_chassis_wheeled_2.txt;[]
РСЗО на базе тяжелой колесного тягача 3;sp_mlrs_mrv_wheeled_2_equipment;"Отдельная привязка техники не найдена; возможна общая модель батальона";;;common/units/equipment/ES_mrv_chassis_wheeled_2.txt;[]
ТОС на базе колесного тягача 3;sp_tos_mrv_wheeled_2_equipment;"Отдельная привязка техники не найдена; возможна общая модель батальона";;;common/units/equipment/ES_mrv_chassis_wheeled_2.txt;[]
Колёсный тягач 4;mrv_wheeled_3_equipment;"Отдельная привязка техники не найдена; возможна общая модель батальона";;;common/units/equipment/ES_mrv_chassis_wheeled_3.txt;[]
